Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
014-000000043,1137,14,Department of State,Enterprise Network and Bandwidth Services,13811,3038,Network Design Projects,01/10/2011,30/09/2012,22.896826,-2,-0.55,Green,1.318897,18.72,Yellow
014-000000043,1137,14,Department of State,Enterprise Network and Bandwidth Services,13824,3042,Iraq O&amp;M,01/10/2011,30/09/2012,9.49485,-2,-0.55,Green,0.340966,3.37,Green
014-000000396,1255,14,Department of State,Foreign Affairs Network,1,6771,FAN Governance and Support,01/10/2011,30/09/2016,8.8536,0,0,Green,0.636983,11.37,Yellow
014-000000396,1255,14,Department of State,Foreign Affairs Network,2,6773,ITTI,01/10/2011,31/12/2014,37.356263,0,0,Green,3.945927,14.25,Yellow
014-000000396,1255,14,Department of State,Foreign Affairs Network,3,6775,IPv6,01/10/2011,30/09/2016,17.32601,0,0,Green,3.411394,93.44,Red
014-000000396,1255,14,Department of State,Foreign Affairs Network,4,6777,NexGEN,01/10/2011,30/09/2013,28.407031,0,0,Green,9.4,49.46,Red
014-000000396,1255,14,Department of State,Foreign Affairs Network,5,6779,Data Off-Shoring,01/10/2011,30/09/2016,21.607342,0,0,Green,1.517091,32.93,Red
014-000000396,1255,14,Department of State,Foreign Affairs Network,6,6781,Regionalization,01/10/2011,30/09/2016,25.109167,0,0,Green,5.371856,71.06,Red
184-000000008,10,184,U.S. Agency for International Development,GLAAS - Global Assistance and Acquisition System,PRISM7,1580,GLAAS PRISM 7.1 Upgrade,01/02/2012,31/03/2013,6.836,-242,-72.46,Red,4.644102,67.94,Red
184-000000028,11,184,U.S. Agency for International Development,IT Transition,EDM-2011-1,2557,Identify authoritative data sets,01/02/2011,30/08/2011,0.025,0,0,Green,0,0,Green
184-000000028,11,184,U.S. Agency for International Development,IT Transition,EDM-2011-2,2558,Select data sets,01/02/2011,30/08/2011,0.02,0,0,Green,0,0,Green
184-000000028,11,184,U.S. Agency for International Development,IT Transition,CLD-2011-1,2559,Develop migration criteria,15/03/2011,30/09/2011,0.036,0,0,Green,0.006,16.67,Yellow
184-000000028,11,184,U.S. Agency for International Development,IT Transition,OPS-2013-1,4911,OPS Master v2 rollout,01/05/2012,30/09/2013,0.6,0,0,Green,0,0,Green
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1,1677,Obligation Tagging (Phase 1),29/08/2011,20/04/2012,0.33,3,1.28,Green,0,0,Green
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,7,1683,Preliminary Planning for Phoenix Upgrade,01/12/2011,30/06/2012,0.048,-46,-21.7,Yellow,0,0,Green
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,9,3183,Obligation Tagging (PhoenixMAPPR) Phase 2,11/06/2012,17/07/2012,0.035,0,0,Green,0,0,Green
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,10,6627,Phoenix 7.0.2 Upgrade,01/05/2012,29/11/2013,3.415895,0,0,Green,0.197077,5.77,Green
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,data_cntr,1593,Data Center,01/06/2011,30/09/2014,31.3,0,0,Green,0.130451,0.77,Green
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,gen_office,1594,General Office Services,01/10/2010,30/09/2014,1.445,46,4.2,Green,0,0,Green
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,networks,2567,Networks,01/04/2012,30/09/2014,3.25,0,0,Green,0,0,Green
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,remote_acc,2568,Remote Access,01/10/2012,30/09/2014,6.975,0,0,Green,0,0,Green
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,it_trans,2569,State/AID IT Transformation,01/07/2011,28/02/2014,37.322552,0,0,Green,0,0,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),689,7143,Colorado Wide Area Multilateration (WAM Phase 2),01/10/2010,31/07/2013,9.435291,-30,-2.9,Green,-1.109258,-11.76,Yellow
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),690,7145,3 Nautical Mile Separation,01/07/2011,30/06/2012,3.489873,0,0,Green,0.397485,11.39,Yellow
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),691,7147,Automation Upgrades,01/10/2010,31/07/2014,91.820781,0,0,Green,7.505041,8.17,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),692,7149,Air Traffic Control (ATC) Surface Advisory Services,01/10/2010,30/09/2014,138.037932,0,0,Green,6.486667,4.7,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),693,7151,Ground Based Interval Management (GIM),01/10/2010,30/09/2014,100.346276,0,0,Green,-2.105043,-2.1,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),694,7153,En Route ATC Separation Services,01/10/2011,30/09/2014,5.939663,0,0,Green,-0.471658,-10.47,Yellow
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),695,7155,Terminal ATC Separation Services,01/10/2010,30/09/2014,23.02861,0,0,Green,-0.52554,-2.28,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),696,7157,In Trail Procedures,01/10/2010,31/08/2013,13.663148,0,0,Green,0.067744,0.5,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),697,7159,Flight Deck Based Interval Management - Separation (FIM-S),01/04/2011,31/03/2013,3.357427,0,0,Green,0.495136,14.75,Yellow
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),698,7161,Traffic Situational Awareness with Alerts (TSAA),01/10/2010,30/06/2013,6.262588,-61,-6.08,Green,0.076235,1.22,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),699,7163,Avionics Upgrades,01/10/2010,30/04/2012,8.718683,-11,-1.91,Green,1.034673,11.87,Yellow
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),700,7165,Service Volumes ISAT,01/10/2010,31/12/2013,183.679374,0,0,Green,15.682696,8.54,Green
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),701,7167,Subscription Fees,01/10/2010,30/09/2014,590.25108,0,0,Green,9.553442,1.62,Green
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),578,6893,Ceilometer Solution Development and Production,15/01/2005,30/09/2012,20.97,100,54.95,Red,1.05245,54.7,Red
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),579,6895,Ceilometer Solution Implementation,01/02/2009,30/09/2012,0.6,135,29.54,Yellow,0,0,Green
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),580,6897,Sustainability Analysis,01/10/2010,30/09/2012,3.45,5,1.37,Green,0,0,Green
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),581,6899,Tech Refresh Segment Planning,01/10/2012,30/09/2013,1,31,8.52,Green,0,0,Green
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),582,6901,ASWON Tech Refresh,01/01/2013,30/09/2020,63.6,0,0,Green,0,0,Green
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),592,6921,"IPDS Module 2, Release 1",01/03/2011,30/09/2011,1.027,0,0,Green,-0.101,-9.83,Green
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),593,6923,"IPDS Module 2, Release 2",01/06/2011,30/11/2011,3.353,-5,-2.75,Green,0.092,2.74,Green
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),594,6925,COTS Workflow Software Phase 1 Tech Refresh,01/06/2011,30/09/2014,5.2,0,0,Green,0.108022,2.28,Green
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),595,6927,AeroNav Products Workflow System (APWS),01/05/2012,30/06/2013,0.25,-88,-36.07,Red,0.012905,7.23,Green
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),596,6929,IFPA COTS Hardware Tech Refresh,01/04/2013,01/07/2014,1.81,0,0,Green,0,0,Green
021-211295869,358,21,Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,601,6939,NEXCOM Segment 1a FY11 Q4 Activities,01/07/2011,30/09/2011,8,0,0,Green,1.55,19.38,Yellow
021-211295869,358,21,Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,602,6941,NEXCOM Segment 1a FY12 Activities,01/10/2011,30/09/2012,28.088267,0,0,Green,-0.714734,-2.54,Green
021-211295869,358,21,Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,603,6943,NEXCOM Segment 1a FY13 Activities,01/10/2012,30/09/2013,13.1,0,0,Green,-0.55,-4.2,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,604,6945,A - Ground to Ground Switch Programming Language for Microcomputers to C Conversion (G/G PLM2C),15/04/2007,30/09/2012,4.276,115,31.51,Red,0.000839,0.87,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,605,6947,B - VSCS Console Equipment Programming Language for Microcomputers to C Conversion (VCE PLM2C),01/04/2008,30/09/2014,6,14,1.1,Green,0.019129,0.83,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,606,6949,C - Power Supply Refurbishment (PSR),29/09/2010,31/12/2014,6.243,0,0,Green,-0.02494,-0.42,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,607,6951,D - VTABS Test Controller Replacement (VTC-R),26/05/2010,20/03/2013,2.39,176,25.88,Yellow,0.115942,4.86,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,608,6953,E - VSCS Control Subsystem (VCSU) Commercial Off the Shelf (COTS) Upgrade (VCSU/COTS-U),21/09/2010,31/12/2013,1.917,105,11.49,Yellow,-0.089783,-6.31,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,609,6955,F - Phase II Tech Refresh Program Management and F&E Maintenance Activities,01/10/2006,30/09/2014,37.289,0,0,Green,0.850675,3.6,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,610,6957,G - Planning For Future Segments,01/10/2011,30/09/2014,1,0,0,Green,0.007099,0.73,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,611,6959,H - Enhanced Technician Diagnostic Software,15/03/2010,22/09/2011,1.273,-60,-39.47,Red,-0.012,-4.18,Green
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,612,6961,I - TR3 Projects Solution Development/Delivery,07/01/2013,30/09/2018,82.9,-151,-18.76,Yellow,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),613,6963,Surveys and Approach Procedures (FY11) - APB MILESTONE,01/10/2010,30/09/2011,10.233,36,9.89,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),614,6965,Release 2 (Communications Architecture Upgrade and GEO Integration),01/03/2009,30/09/2011,7,16,6.64,Green,-0.12,-2.74,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),615,6967,Release 3 Development and Deployment (Iono-Robustness) - APB MILESTONE,01/04/2011,30/09/2012,20.08,20,3.65,Green,0.88,4.93,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),616,6969,GEO 5/6/7 Development - APB MILESTONE,01/04/2010,31/01/2014,12.32,0,0,Green,0.16,1.3,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),617,6971,Surveys and Approach Procedures (FY12) - APB MILESTONE,01/10/2011,30/09/2012,9.68,10,2.74,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),618,6973,Safety Computer Development,01/11/2010,31/08/2014,7.49,0,0,Green,-0.157,-2.1,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),619,6975,G-III Receiver Acceptance and Delivery - APB MILESTONE,01/03/2009,30/06/2013,10.66,6,0.49,Green,0.296,3.19,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),620,6977,Release 4 WAAS Support - APB MILESTONE,01/10/2010,30/09/2013,21.31,0,0,Green,1.03,4.83,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),621,6979,Dual-Frequency Development,01/10/2010,31/10/2013,1.603,0,0,Green,0.01,0.79,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),622,6981,Communications,01/07/2011,31/01/2013,0.713,25,4.31,Green,0.043,6.03,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),623,6983,Technology Evolution,01/07/2011,30/09/2012,1.33,74,20.27,Yellow,0.23,17.29,Yellow
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),624,6985,Surveys and Approach Procedures (FY13) - APB Milestone,01/10/2012,30/09/2013,10.9,0,0,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),625,6987,G-III Production,01/10/2012,30/06/2015,6.2,0,0,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),626,6989,Program Authorization to Proceed for Phase IV,01/10/2012,30/09/2013,3.3,0,0,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),627,6991,Communications Upgrade,01/06/2013,30/06/2015,11.454,0,0,Green,0,0,Green
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),628,6993,Technology Evolution,01/10/2012,31/12/2013,1.63,0,0,Green,0,0,Green
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),586,6909,Airport Surveillance Radar-9 (ASR-9) Service Life Extension Program (SLEP) Phase 2,01/10/2010,30/09/2019,32.4,0,0,Green,2,24.16,Yellow
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),587,6911,Airport Surveillance Radar-11 Technology Refreshment Segment 1,01/10/2008,30/06/2015,20.9,0,0,Green,0,0,Green
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),588,6913,Mobile Airport Surveillance Radar (MASR),29/03/2011,30/09/2015,46.2,0,0,Green,0,0,Green
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),589,6915,Airport Surveillance Radar (ASR-8) Facility Upgrades,01/03/2011,30/09/2013,5.6,-61,-8.02,Green,0,0,Green
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),590,6917,NextGen Surveillance/Weather Radar Capability (NSWRC),01/10/2013,30/09/2014,2.2,0,0,Green,0,0,Green
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),591,6919,"Airport Surveillance Radar-11 Technology Refreshment, Segment 2",01/10/2013,30/09/2018,30,0,0,Green,0,0,Green
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),629,6995,Memphis Airport (MEM) ASDE-X,01/05/2007,21/07/2011,13.2,-64,-6400,Red,0,0,Green
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),630,6997,ASDE-X Acquisition Closeout,01/07/2011,30/09/2012,1.353684,92,22.6,Yellow,0,0,Green
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),631,6999,ASDE-X Technical Refresh,01/10/2011,30/09/2017,44.6,0,0,Green,0.148884,0.75,Green
021-514765477,368,21,Department of Transportation,FAAXX504: En Route Automation Modernization (ERAM),636,7009,En Route Automation Modernization (ERAM),10/12/2002,30/09/2014,2622.4,0,0,Green,40.33004,9.64,Green
